% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.707168231e+01 +2.013168231e+01 +2.013168231e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +3.253371231e+01 +1.559371231e+01 +1.559371231e+01 +3.2553e-01 +4.9951e+00 +3.4745e+00 +3.0945e+00 +2.2919e+00 +4.7704e-01 +4.3266e+00 -8.2206e-01 +3.2020e-01 -2.7221e+00 +2.0707e+00 -4.6739e+00 -4.8417e+00 -4.8952e+00 -3.2928e+00 -7.4465e-01 -3.1102e+00 +1.2850e+00 -2.4239e+00 +3.1835e+00
5 0 +2.563458025e+01 +8.694580251e+00 +8.694580251e+00 +2.7456e+00 -3.4440e+00 +8.3910e-01 -4.9762e+00 -7.4037e-01 +4.6079e-01 -1.5354e+00 -4.3035e+00 +2.1939e+00 -2.0217e+00 -1.0636e+00 -4.2431e-01 -4.6856e+00 -1.4536e+00 -8.3134e-01 +4.4141e+00 +6.6119e-01 -3.1296e-01 +3.0891e+00 -3.7138e+00
19 0 +1.285513380e+01 -4.084866197e+00 -4.084866197e+00 +4.0332e+00 +4.0109e+00 +4.2735e+00 +4.5775e+00 +3.0111e+00 +2.4264e+00 +4.1011e+00 -1.4884e+00 +1.0067e+00 +1.5708e+00 +4.0976e+00 -6.1173e-01 +3.5186e-01 -4.0011e+00 -1.9011e-01 +4.1686e+00 +2.3680e+00 +1.4897e+00 -1.9157e+00 -7.1879e-01
345 0 +8.655933935e+00 -8.284066065e+00 -8.284066065e+00 +3.0000e+00 -2.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 -1.0000e+00 +0.0000e+00 -1.0000e+00 -1.0000e+00 -4.0000e+00 +1.0000e+00 +3.0000e+00 -2.0000e+00 -2.0000e+00 +2.0000e+00 +0.0000e+00 +5.0000e+00 -2.0000e+00 +4.0000e+00 +4.0000e+00
564 0 +5.331853162e+00 -1.160814684e+01 -1.160814684e+01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+00 -2.0000e+00 +1.0000e+00 -1.0000e+00 -1.0000e+00 -3.0000e+00 +0.0000e+00 +2.0000e+00 +3.0000e+00 +0.0000e+00 +1.0000e+00 +3.0000e+00
1585 0 +4.545526747e+00 -1.239447325e+01 -1.239447325e+01 +4.0000e+00 +2.0000e+00 -2.0000e+00 +0.0000e+00 +3.0000e+00 -1.0000e+00 +4.0000e+00 -3.0000e+00 -1.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 -2.0000e+00 -1.0000e+00 +0.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00
1653 0 +4.011640646e+00 -1.292835935e+01 -1.292835935e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 -2.0000e+00 +3.0000e+00 +0.0000e+00 -1.0000e+00 -3.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 -2.0000e+00 +2.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00
2026 0 +3.935385193e+00 -1.300461481e+01 -1.300461481e+01 +4.0000e+00 +2.0000e+00 -2.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 -1.0000e+00 +0.0000e+00 -3.0000e+00 +2.0000e+00 +0.0000e+00 -2.0000e+00 +0.0000e+00 +2.0000e+00 +2.0000e+00 +4.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00
2291 0 +3.752140736e+00 -1.318785926e+01 -1.318785926e+01 +4.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 -1.0000e+00 -3.0000e+00 +2.0000e+00 +0.0000e+00 -1.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00
